"election_id","enp","largest_party_share","election_date","country","gov_start","election_date_cab","days_to_form","log_days","year"
602,5.24521374246001,0.275,1991-03-17,"FIN",1991-04-26,1991-03-17,40,3.71357206670431,1991
604,3.45418784376523,0.415873015873016,1979-06-03,"ITA",1979-08-04,1979-06-03,62,4.14313472639153,1979
605,5.71161318175277,0.326984126984127,1992-04-05,"ITA",1992-06-28,1992-04-05,84,4.44265125649032,1992
607,4.26774563527463,0.311475409836066,2008-09-28,"AUT",2008-12-02,2008-09-28,65,4.18965474202643,2008
610,2.80025608194622,0.419753086419753,1984-06-17,"DEU",NA,NA,NA,NA,1984
613,3.23834196891192,0.4,1994-06-12,"GRC",NA,NA,NA,NA,1994
617,4.0200546946217,0.357142857142857,1983-06-26,"ITA",1983-08-04,1983-06-26,39,3.68887945411394,1983
619,2.6824034334764,0.48,1999-06-13,"PRT",NA,NA,NA,NA,1999
627,3.75250166777852,0.36,1989-09-06,"NLD",1989-11-07,1989-09-06,62,4.14313472639153,1989
629,4.14924203713166,0.372492836676218,2006-09-17,"SWE",2006-10-05,2006-09-17,18,2.94443897916644,2006
632,4.68367197778103,0.312849162011173,2001-11-20,"DNK",2001-11-27,2001-11-20,7,2.07944154167984,2001
635,3.69822485207101,0.353333333333333,1977-05-25,"NLD",1977-12-19,1977-05-25,208,5.34233425196481,1977
636,5.52028705492686,0.275,1972-01-03,"FIN",1972-02-23,1972-01-03,51,3.95124371858143,1972
637,3.38345864661654,0.416666666666667,1974-06-30,"ISL",1974-08-28,1974-06-30,59,4.0943445622221,1974
651,2.59246456965088,0.533333333333333,2009-10-04,"GRC",2009-10-06,2009-10-04,2,1.09861228866811,2009
652,4.74074074074074,0.25,1996-10-20,"FIN",NA,NA,NA,NA,1996
653,1.72387373582593,0.733333333333333,1974-11-17,"GRC",1974-11-21,1974-11-17,4,1.6094379124341,1974
654,2.17380802859765,0.566666666666667,1993-10-10,"GRC",1993-10-13,1993-10-10,3,1.38629436111989,1993
657,2.57420924574209,0.456521739130435,2002-03-17,"PRT",2002-04-06,2002-03-17,20,3.04452243772342,2002
668,5.33333333333333,0.3125,1999-06-13,"DNK",NA,NA,NA,NA,1999
669,4.36088419029313,0.393939393939394,1997-09-16,"NOR",1997-10-17,1997-09-16,31,3.46573590279973,1997
672,2.93877551020408,0.458333333333333,2004-06-13,"GRC",NA,NA,NA,NA,2004
673,5.34185733512786,0.285714285714286,1987-04-25,"ISL",1987-07-08,1987-04-25,74,4.31748811353631,1987
679,3.30130337609076,0.445440956651719,1998-09-27,"DEU",1998-10-27,1998-09-27,30,3.43398720448515,1998
687,2.47564771027848,0.522857142857143,2000-03-12,"ESP",2000-04-26,2000-03-12,45,3.8286413964891,2000
698,3.46790838157564,0.457831325301205,2011-02-25,"IRL",2011-03-09,2011-02-25,12,2.56494935746154,2011
700,5.83090379008746,0.22,2011-04-17,"FIN",2011-06-22,2011-04-17,66,4.20469261939097,2011
702,2.93302284320248,0.469565217391304,2011-06-05,"PRT",2011-06-15,2011-06-05,10,2.39789527279837,2011
722,5.86080117066033,0.262569832402235,2011-09-15,"DNK",2011-10-02,2011-09-15,17,2.89037175789616,2011
777,2.59566894096707,0.531428571428571,2011-11-20,"ESP",2011-12-21,2011-11-20,31,3.46573590279973,2011
783,4.8345509239364,0.36,2012-05-06,"GRC",NA,NA,NA,NA,2012
784,3.76128385155466,0.43,2012-06-17,"GRC",2012-06-20,2012-06-17,3,1.38629436111989,2012
785,5.70197668525089,0.273333333333333,2012-09-12,"NLD",2012-11-05,2012-09-12,54,4.00733318523247,2012
789,3.50866336633663,0.471428571428571,2013-02-25,"ITA",2013-04-27,2013-02-25,61,4.12713438504509,2013
798,4.4247491638796,0.301587301587302,2013-04-27,"ISL",2013-05-23,2013-04-27,26,3.29583686600433,2013
